Time,Data:1
1469726252,8.511973381
1469726252,8.511666298
1469726252,8.516885757
1469726252,8.499596596
1469726252,8.489522934
1469726252,8.48026371
1469726252,8.459593773
1469726252,8.437675476
1469726252,8.398806572
1469726252,8.399211884
1469726252,8.366936684
1469726252,8.359372139
1469726252,8.327394485
1469726252,8.327562332
1469726252,8.295600891
1469726252,8.275149345
1469726252,8.254127502
1469726252,8.243433952
1469726252,8.221393585
1469726252,8.201172829
1469726252,8.180169106
1469726252,8.158937454
1469726252,8.137943268
1469726252,8.127280235
1469726252,8.116841316
1469726252,8.095637321
1469726252,8.064113617
1469726252,8.053471565
1469726252,8.027898788
1469726252,7.975583553
1469726252,7.932909489
1469726252,7.916453838
1469726252,7.901373386
1469726252,7.884452343
1469726252,7.921676159
1469726252,7.902621269
1469726252,7.880985737
1469726252,7.863137722
1469726252,7.843111992
1469726252,7.823833466
1469726252,7.802792549
1469726252,7.783397675
1469726252,7.760653496
1469726252,7.742263317
1469726252,7.724811554
1469726252,7.702589035
1469726252,7.681797981
1469726252,7.66186285
1469726252,7.643579483
1469726252,7.626542091
1469726252,7.607322216
1469726252,7.588492393
1469726253,7.567190647
1469726253,7.548032284
1469726253,7.527350426
1469726253,7.507392883
1469726253,7.484157085
1469726253,7.462285519
1469726253,7.441225529
1469726253,7.419415951
1469726253,7.396746635
1469726253,7.373817444
1469726253,7.351958752
1469726253,7.329618454
1469726253,7.308199406
1469726253,7.287221909
1469726253,7.268651962
1469726253,7.249811172
1469726253,7.229860306
1469726253,7.210022926
1469726253,7.190086365
1469726253,7.169523716
1469726253,7.146184444
1469726253,7.124873161
1469726253,7.104256153
1469726253,7.083968639
1469726253,7.063743591
1469726253,7.042957783
1469726253,7.021190643
1469726253,7.000080109
1469726253,6.979273796
1469726253,6.95851326
1469726253,6.936145306
1469726253,6.913435936
1469726253,6.889770985
1469726253,6.866487503
1469726253,6.843747139
1469726253,6.818727016
1469726253,6.796692371
1469726253,6.775444031
1469726253,6.750849247
1469726253,6.725384712
1469726253,6.700076103
1469726253,6.673594952
1469726253,6.648979187
1469726253,6.622681141
1469726253,6.600223064
1469726253,6.575694561
1469726253,6.546578884
1469726253,6.519020557
1469726253,6.491112232
1469726253,6.46506834
1469726253,6.440125465
1469726253,6.413753033
1469726253,6.385765553
1469726253,6.3600173
1469726253,6.335343838
1469726253,6.306367397
1469726253,6.279252529
1469726253,6.250836849
1469726253,6.224943161
1469726253,6.197276115
1469726253,6.171014786
1469726253,6.144016266
1469726253,6.116277218
1469726253,6.084492683
1469726253,6.057569027
1469726253,6.030077934
1469726253,6.001971722
1469726253,5.972838402
1469726253,5.942816257
1469726253,5.91587162
1469726253,5.890321255
1469726253,5.860810757
1469726253,5.837012291
1469726253,5.811134338
1469726253,5.783604145
1469726254,5.758430004
1469726254,5.732450485
1469726254,5.707117081
1469726254,5.679759026
1469726254,5.650095463
1469726254,5.622770786
1469726254,5.594189644
1469726254,5.565524101
1469726254,5.537891865
1469726254,5.510270119
1469726254,5.484069824
1469726254,5.458452702
1469726254,5.431553364
1469726254,5.406414032
1469726254,5.379595757
1469726254,5.353611946
1469726254,5.329384804
1469726254,5.304167271
1469726254,5.279892921
1469726254,5.254619598
1469726254,5.230347633
1469726254,5.205564499
1469726254,5.181993961
1469726254,5.157756329
1469726254,5.135438919
1469726254,5.111718655
1469726254,5.089933872
1469726254,5.067882538
1469726254,5.046654701
1469726254,5.025650024
1469726254,5.004227638
1469726254,4.982815266
1469726254,4.961280823
1469726254,4.942281246
1469726254,4.923318863
1469726254,4.904938221
1469726254,4.885669708
1469726254,4.868371964
1469726254,4.851351261
1469726254,4.833687782
1469726254,4.818411827
1469726254,4.801335812
1469726254,4.784428596
1469726254,4.768940926
1469726254,4.754344463
1469726254,4.740689278
1469726254,4.726583958
1469726254,4.71288538
1469726254,4.699338436
1469726254,4.685608387
1469726254,4.673253536
1469726254,4.661183834
1469726254,4.650910854
1469726254,4.640115738
1469726254,4.628400803
1469726254,4.618534565
1469726254,4.607849121
1469726254,4.598714352
1469726254,4.588578224
1469726254,4.579818249
1469726254,4.568377972
1469726254,4.560387135
1469726254,4.552006721
1469726254,4.543507576
1469726254,4.537522793
1469726254,4.530472279
1469726254,4.522507668
1469726254,4.517345428
1469726254,4.513498783
1469726254,4.508590698
1469726254,4.502196312
1469726254,4.497307301
1469726254,4.49177742
1469726254,4.487522602
1469726254,4.479582787
1469726255,4.478275299
1469726255,4.475966454
1469726255,4.478834152
1469726255,4.487549305
1469726255,4.496090889
1469726255,4.504757881
1469726255,4.506851673
1469726255,4.513084412
1469726255,4.518564701
1469726255,4.519897461
1469726255,4.523284912
1469726255,4.526422977
1469726255,4.52848196
1469726255,4.530643463
1469726255,4.531983376
1469726255,4.533613682
1469726255,4.537208557
1469726255,4.537827492
1469726255,4.543327808
1469726255,4.547958374
1469726255,4.551098347
1469726255,4.553999901
1469726255,4.558522224
1469726255,4.561392307
1469726255,4.562866211
1469726255,4.564907074
1469726255,4.565769672
1469726255,4.56558466
1469726255,4.569263935
1469726255,4.572892189
1469726255,4.582177639
1469726255,4.59060955
1469726255,4.60278511
1469726255,4.611261368
1469726255,4.623443127
1469726255,4.634601593
1469726255,4.643387794
1469726255,4.65473938
1469726255,4.666298866
1469726255,4.675141811
1469726255,4.686728954
1469726255,4.692911625
1469726255,4.707889557
1469726255,4.715797424
1469726255,4.730104923
