Time,Data:1
1469735392,11.99987793
1469735392,11.99987793
1469735392,12.50038148
1469735392,12.50038148
1469735392,13.9988403
1469735392,13.9988403
1469735392,19.50132756
1469735392,19.50132756
1469735392,20.49928282
1469735392,20.49928282
1469735392,20.99978637
1469735392,20.99978637
1469735392,20.99978637
1469735392,20.99978637
1469735392,19.99877926
1469735392,19.99877926
1469735393,19.99877926
1469735393,19.99877926
1469735393,20.49928282
1469735393,20.49928282
1469735393,15.50035096
1469735393,15.50035096
1469735393,11.99987793
1469735393,11.99987793
1469735393,9.500412
1469735393,9.500412
1469735393,10.50141911
1469735393,10.50141911
1469735393,16.00085452
1469735393,16.00085452
1469735393,20.99978637
1469735393,20.99978637
1469735393,22.99874874
1469735393,22.99874874
1469735393,22.99874874
1469735393,22.99874874
1469735394,23.4992523
1469735394,23.4992523
1469735394,23.4992523
1469735394,23.4992523
1469735394,23.4992523
1469735394,23.4992523
1469735394,21.50028993
1469735394,21.50028993
1469735394,19.000824
1469735394,19.000824
1469735394,17.49931333
1469735394,17.49931333
1469735394,18.50032044
1469735394,18.50032044
1469735394,19.99877926
1469735394,19.99877926
1469735394,25.50126652
1469735394,25.50126652
1469735394,28.501236
1469735394,28.501236
1469735395,28.00073244
1469735395,28.00073244
1469735395,30.50019837
1469735395,30.50019837
1469735395,31.50120548
1469735395,31.50120548
1469735395,34.00067141
1469735395,34.00067141
1469735395,35.49913022
1469735395,35.49913022
1469735395,37.00064089
1469735395,37.00064089
1469735395,37.99859615
1469735395,37.99859615
1469735395,37.99859615
1469735395,37.99859615
1469735395,38.99960326
1469735395,38.99960326
1469735395,38.99960326
1469735395,38.99960326
1469735396,38.99960326
1469735396,38.99960326
1469735396,40.50111393
1469735396,40.50111393
1469735396,40.99856563
1469735396,40.99856563
1469735396,41.49906919
1469735396,41.49906919
1469735396,41.49906919
1469735396,41.49906919
1469735396,40.99856563
1469735396,40.99856563
1469735396,41.49906919
1469735396,41.49906919
1469735396,40.99856563
1469735396,40.99856563
1469735396,38.99960326
1469735396,38.99960326
1469735396,37.00064089
1469735396,37.00064089
1469735397,33.50016785
1469735397,33.50016785
1469735397,31.50120548
1469735397,31.50120548
1469735397,31.99865719
1469735397,31.99865719
1469735397,31.99865719
1469735397,31.99865719
1469735397,31.50120548
1469735397,31.50120548
1469735397,30.50019837
1469735397,30.50019837
1469735397,28.00073244
1469735397,28.00073244
1469735397,25.00076296
1469735397,25.00076296
1469735397,23.4992523
1469735397,23.4992523
1469735397,23.4992523
1469735397,23.4992523
1469735398,23.4992523
1469735398,23.4992523
1469735398,22.00079348
1469735398,22.00079348
1469735398,19.50132756
1469735398,19.50132756
1469735398,18.50032044
1469735398,18.50032044
1469735398,17.49931333
1469735398,17.49931333
1469735398,17.99981689
1469735398,17.99981689
1469735398,16.99880978
1469735398,16.99880978
1469735398,28.501236
1469735398,28.501236
1469735398,31.50120548
1469735398,31.50120548
1469735398,37.00064089
1469735398,37.00064089
1469735399,38.99960326
1469735399,38.99960326
1469735399,41.49906919
1469735399,41.49906919
1469735399,38.99960326
1469735399,38.99960326
1469735399,34.00067141
1469735399,34.00067141
1469735399,26.49922178
1469735399,26.49922178
1469735399,1.998962371
1469735399,1.998962371
1469735399,0
1469735399,0
1469735399,0
1469735399,0
1469735399,0
1469735399,0
1469735399,0
1469735399,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0
1469735400,0.500503555
1469735400,0.500503555
1469735400,0
1469735400,0
1469735400,0.500503555
1469735400,0.500503555
1469735400,0
1469735400,0
1469735401,0.500503555
1469735401,0.500503555
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0.500503555
1469735401,0.500503555
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0
1469735401,0.500503555
1469735401,0.500503555
1469735402,0.500503555
