Time,Data:1
1469735392,-12.67128513
1469735392,-12.7109592
1469735392,-12.80251473
1469735392,-12.85744804
1469735392,-12.8971221
1469735392,-12.95205542
1469735392,-12.95205542
1469735392,-12.95205542
1469735392,-12.95205542
1469735392,-12.98867763
1469735392,-12.98867763
1469735392,-12.98867763
1469735392,-12.98867763
1469735392,-12.98867763
1469735392,-12.98867763
1469735392,-12.98867763
1469735393,-13.17484054
1469735393,-13.32438124
1469735393,-13.97442549
1469735393,-14.4779809
1469735393,-14.94491409
1469735393,-15.03646962
1469735393,-14.85030671
1469735393,-14.72212897
1469735393,-14.57258827
1469735393,-14.53596606
1469735393,-14.4779809
1469735393,-14.4779809
1469735393,-14.3467513
1469735393,-14.25519578
1469735393,-14.10565508
1469735393,-13.97442549
1469735393,-13.88286996
1469735393,-13.78826258
1469735393,-13.73332926
1469735393,-13.69670705
1469735394,-13.69670705
1469735394,-13.64177374
1469735394,-13.64177374
1469735394,-13.64177374
1469735394,-13.64177374
1469735394,-13.54716636
1469735394,-13.41593677
1469735394,-13.26944792
1469735394,-13.08328501
1469735394,-12.8971221
1469735394,-12.67128513
1469735394,-12.61635182
1469735394,-12.67128513
1469735394,-12.7109592
1469735394,-12.7109592
1469735394,-12.67128513
1469735394,-12.67128513
1469735394,-12.67128513
1469735394,-12.67128513
1469735394,-12.61635182
1469735395,-12.48512223
1469735395,-12.29895932
1469735395,-12.05786309
1469735395,-12.02124088
1469735395,-12.02124088
1469735395,-12.02124088
1469735395,-12.11279641
1469735395,-12.20740379
1469735395,-12.33558153
1469735395,-12.3935667
1469735395,-12.33558153
1469735395,-12.33558153
1469735395,-12.33558153
1469735395,-12.33558153
1469735395,-12.43018891
1469735395,-12.48512223
1469735395,-12.7109592
1469735395,-12.85744804
1469735395,-13.13821833
1469735395,-13.36100345
1469735396,-13.54716636
1469735396,-13.54716636
1469735396,-13.41593677
1469735396,-13.22977386
1469735396,-13.08328501
1469735396,-12.98867763
1469735396,-12.98867763
1469735396,-12.98867763
1469735396,-12.98867763
1469735396,-12.8971221
1469735396,-12.67128513
1469735396,-12.48512223
1469735396,-12.29895932
1469735396,-12.244026
1469735396,-12.3935667
1469735396,-12.57972961
1469735396,-12.98867763
1469735396,-13.26944792
1469735396,-13.60209967
1469735396,-13.69670705
1469735397,-13.69670705
1469735397,-13.64177374
1469735397,-13.69670705
1469735397,-13.69670705
1469735397,-13.69670705
1469735397,-13.69670705
1469735397,-13.73332926
1469735397,-13.73332926
1469735397,-13.73332926
1469735397,-13.73332926
1469735397,-13.73332926
1469735397,-13.73332926
1469735397,-13.78826258
1469735397,-13.78826258
1469735397,-13.88286996
1469735397,-13.88286996
1469735397,-13.91949217
1469735397,-13.97442549
1469735397,-13.97442549
1469735397,-13.91949217
1469735398,-13.91949217
1469735398,-13.91949217
1469735398,-13.88286996
1469735398,-13.82793664
1469735398,-13.82793664
1469735398,-13.88286996
1469735398,-14.01409955
1469735398,-14.10565508
1469735398,-14.25519578
1469735398,-14.44135868
1469735398,-15.03646962
1469735398,-15.31723991
1469735398,-15.65294351
1469735398,-15.65294351
1469735398,-15.31723991
1469735398,-15.03646962
1469735398,-14.3467513
1469735398,-13.88286996
1469735398,-13.41593677
1469735398,-13.36100345
1469735399,-13.36100345
1469735399,-13.22977386
1469735399,-13.13821833
1469735399,-13.13821833
1469735399,-13.04361095
1469735399,-12.95205542
1469735399,-12.95205542
1469735399,-13.41593677
1469735399,-14.20026246
1469735399,-14.72212897
1469735399,-15.09445479
1469735399,-15.22263253
1469735399,-15.31723991
1469735399,-15.22263253
1469735399,-15.03646962
1469735399,-14.99984741
1469735399,-14.94491409
1469735399,-14.94491409
1469735399,-14.94491409
1469735399,-15.03646962
1469735400,-15.31723991
1469735400,-15.55833613
1469735400,-15.74449904
1469735400,-15.74449904
1469735400,-15.65294351
1469735400,-15.65294351
1469735400,-15.65294351
1469735400,-15.59495834
1469735400,-15.83910642
1469735400,-16.06189154
1469735400,-16.43421735
1469735400,-16.58375805
1469735400,-16.86147649
1469735400,-16.99270608
1469735400,-17.27042451
1469735400,-17.41996521
1469735400,-17.41996521
1469735400,-17.41996521
1469735400,-17.32840968
1469735400,-17.27042451
1469735401,-17.17886898
1469735401,-17.0842616
1469735401,-17.17886898
1469735401,-17.51457259
1469735401,-17.5511948
1469735401,-17.45658742
1469735401,-17.0842616
1469735401,-16.95608386
1469735401,-16.8980987
1469735401,-16.80654317
1469735401,-16.58375805
1469735401,-16.39759514
1469735401,-16.21143223
1469735401,-16.11682485
1469735401,-16.11682485
1469735401,-16.24805445
1469735401,-16.48915067
1469735401,-16.48915067
1469735401,-16.58375805
1469735401,-16.67531358
1469735402,-16.71193579
1469735402,-16.71193579
1469735402,-16.48915067
1469735402,-16.30298776
1469735402,-16.24805445
1469735402,-16.24805445
1469735402,-16.21143223
1469735402,-16.02526933
1469735402,-15.59495834
1469735402,-15.31723991
1469735402,-14.94491409
1469735402,-14.8136845
1469735402,-14.72212897
1469735402,-14.6641438
1469735402,-14.53596606
1469735402,-14.3467513
1469735402,-14.06903287
1469735402,-13.78826258
1469735402,-13.32438124
1469735402,-13.04361095
1469735403,-12.61635182
1469735403,-12.3935667
1469735403,-12.20740379
1469735403,-12.244026
1469735403,-12.48512223
1469735403,-12.57972961
1469735403,-12.7109592
1469735403,-12.76589251
1469735403,-12.76589251
1469735403,-12.7109592
1469735403,-12.61635182
1469735403,-12.57972961
1469735403,-12.57972961
1469735403,-12.57972961
1469735403,-12.57972961
1469735403,-12.52479629
1469735403,-12.33558153
1469735403,-12.14941862
1469735403,-11.77709281
1469735403,-11.46275216
1469735404,-10.99581896
1469735404,-10.75472274
1469735404,-10.53193762
1469735404,-10.47395245
1469735404,-10.47395245
1469735404,-10.38239692
1469735404,-10.38239692
1469735404,-10.38239692
1469735404,-10.43733024
1469735404,-10.47395245
1469735404,-10.53193762
1469735404,-10.53193762
1469735404,-10.53193762
1469735404,-10.53193762
1469735404,-10.53193762
1469735404,-10.47395245
1469735404,-10.38239692
1469735404,-10.34577471
1469735404,-10.19623402
1469735404,-10.1596118
1469735405,-10.06500443
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-10.01007111
1469735405,-9.973448897
1469735405,-9.915463729
1469735405,-9.69267861
1469735405,-9.356975005
1469735405,-9.134189886
1469735405,-8.761864071
1469735405,-8.520767846
1469735405,-8.334604938
1469735405,-8.334604938
1469735405,-8.389538255
1469735405,-8.389538255
1469735406,-8.389538255
1469735406,-8.389538255
1469735406,-8.389538255
1469735406,-8.389538255
1469735406,-8.389538255
1469735406,-8.426160466
1469735406,-8.520767846
1469735406,-8.520767846
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735406,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735407,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735408,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.481093783
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735409,-8.520767846
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.575701163
1469735410,-8.612323374
1469735410,-8.667256691
1469735410,-8.706930754
1469735410,-8.706930754
1469735410,-8.761864071
1469735410,-8.761864071
1469735411,-8.761864071
1469735411,-8.761864071
1469735411,-8.761864071
1469735411,-8.798486282
1469735411,-8.98464919
1469735411,-9.079256569
1469735411,-9.320352794
1469735411,-9.451582385
1469735411,-9.69267861
1469735411,-9.878841517
1469735411,-10.10162664
1469735411,-10.19623402
1469735411,-10.28778954
1469735411,-10.38239692
1469735411,-10.62349315
1469735411,-10.75472274
1469735411,-11.03244118
1469735411,-11.18198187
1469735411,-11.31321146
1469735411,-11.40476699
1469735412,-11.49937437
1469735412,-11.49937437
1469735412,-11.49937437
1469735412,-11.46275216
1469735412,-11.46275216
1469735412,-11.46275216
1469735412,-11.40476699
1469735412,-11.40476699
1469735412,-11.40476699
1469735412,-11.40476699
1469735412,-11.40476699
1469735412,-11.46275216
1469735412,-11.46275216
1469735412,-11.49937437
1469735412,-11.49937437
1469735412,-11.49937437
1469735412,-11.49937437
1469735412,-11.49937437
1469735412,-11.46275216
1469735412,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.49937437
1469735413,-11.55430769
1469735413,-11.5909299
1469735413,-11.5909299
1469735413,-11.55430769
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.46275216
1469735413,-11.49937437
1469735413,-11.55430769
1469735413,-11.68553728
1469735413,-11.77709281
1469735414,-11.83507797
1469735414,-11.83507797
1469735414,-11.77709281
1469735414,-11.7404706
1469735414,-11.7404706
1469735414,-11.7404706
1469735414,-11.5909299
1469735414,-11.55430769
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.49937437
1469735414,-11.46275216
1469735414,-11.46275216
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.49937437
1469735415,-11.55430769
1469735415,-11.5909299
1469735415,-11.83507797
1469735415,-12.02124088
1469735415,-12.33558153
1469735415,-12.48512223
1469735415,-12.61635182
1469735415,-12.61635182
1469735415,-12.61635182
1469735415,-12.61635182
1469735415,-12.67128513
1469735415,-12.67128513
1469735416,-12.67128513
1469735416,-12.7109592
1469735416,-12.7109592
1469735416,-12.7109592
1469735416,-12.7109592
1469735416,-12.80251473
1469735416,-12.85744804
1469735416,-12.95205542
1469735416,-13.04361095
1469735416,-13.17484054
1469735416,-13.51054415
1469735416,-13.60209967
1469735416,-13.64177374
1469735416,-13.54716636
1469735416,-13.45561083
1469735416,-13.41593677
1469735416,-13.41593677
1469735416,-13.41593677
1469735416,-13.41593677
1469735416,-13.41593677
1469735417,-13.41593677
1469735417,-13.41593677
1469735417,-13.36100345
1469735417,-13.36100345
1469735417,-13.36100345
1469735417,-13.36100345
1469735417,-13.36100345
1469735417,-13.36100345
1469735417,-13.32438124
1469735417,-13.22977386
1469735417,-13.13821833
1469735417,-13.08328501
1469735417,-13.08328501
1469735417,-13.04361095
1469735417,-13.04361095
1469735417,-13.04361095
1469735417,-12.98867763
1469735417,-12.95205542
1469735417,-12.95205542
1469735417,-12.95205542
1469735418,-12.95205542
1469735418,-12.95205542
1469735418,-12.95205542
1469735418,-12.95205542
1469735418,-12.98867763
1469735418,-12.98867763
1469735418,-12.98867763
1469735418,-12.98867763
1469735418,-12.98867763
1469735418,-12.98867763
